"SlotPitchRatio","tau_so","Harmonic_order","FluxLinkage(Winding)"
0.666666666666667,0.0485714285714286,9,0.000562351206212928
0.666666666666667,0.0485714285714286,11,-0.0199253084730265
0.666666666666667,0.0485714285714286,13,0.0154118457031058
0.666666666666667,0.0542857142857143,1,0.231513035827027
0.666666666666667,0.0542857142857143,3,0.000745680381221961
0.666666666666667,0.0542857142857143,5,-0.0474538369670499
0.666666666666667,0.0542857142857143,7,0.0324794174205297
0.666666666666667,0.0542857142857143,9,0.000705392394267803
0.666666666666667,0.0542857142857143,11,-0.0192726117608245
0.666666666666667,0.0542857142857143,13,0.0145253238103773
0.666666666666667,0.06,1,0.231442862523264
0.666666666666667,0.06,3,0.000918525138905132
0.666666666666667,0.06,5,-0.0471740614483676
0.666666666666667,0.06,7,0.0318807151072085
0.666666666666667,0.06,9,0.00085145795122941
0.666666666666667,0.06,11,-0.0185472339103026
0.666666666666667,0.06,13,0.0135606084192672
0.666666666666667,0.0657142857142857,1,0.23133786902363
0.666666666666667,0.0657142857142857,3,0.00109419242642495
0.666666666666667,0.0657142857142857,5,-0.0468680170413359
0.666666666666667,0.0657142857142857,7,0.0312281836563374
0.666666666666667,0.0657142857142857,9,0.00101205029000041
0.666666666666667,0.0657142857142857,11,-0.0177725161457552
0.666666666666667,0.0657142857142857,13,0.0125376127613484
0.666666666666667,0.0714285714285714,1,0.231226204798533
0.666666666666667,0.0714285714285714,3,0.00126698616567645
0.666666666666667,0.0714285714285714,5,-0.0465146831542947
0.666666666666667,0.0714285714285714,7,0.0305104399984974
0.666666666666667,0.0714285714285714,9,0.00117225252679713
0.666666666666667,0.0714285714285714,11,-0.0169301700412822
0.666666666666667,0.0714285714285714,13,0.0114563908160989
0.666666666666667,0.0771428571428571,1,0.231052243888418
0.666666666666667,0.0771428571428571,3,0.00151591000321771
0.666666666666667,0.0771428571428571,5,-0.0461567795556112
0.666666666666667,0.0771428571428571,7,0.0297395273622609
0.666666666666667,0.0771428571428571,9,0.00136311413003794
0.666666666666667,0.0771428571428571,11,-0.0160524025578859
0.666666666666667,0.0771428571428571,13,0.0103381360278102
0.666666666666667,0.0828571428571429,1,0.230880714991148
0.666666666666667,0.0828571428571429,3,0.00177417864970232
0.666666666666667,0.0828571428571429,5,-0.0457469010936967
0.666666666666667,0.0828571428571429,7,0.0289074164497945
0.666666666666667,0.0828571428571429,9,0.00155117315733295
0.666666666666667,0.0828571428571429,11,-0.0151177511830475
0.666666666666667,0.0828571428571429,13,0.00917695860585451
0.666666666666667,0.0885714285714286,1,0.230699960374257
0.666666666666667,0.0885714285714286,3,0.00199045412951743
0.666666666666667,0.0885714285714286,5,-0.0453093642042715
0.666666666666667,0.0885714285714286,7,0.0280487993731185
0.666666666666667,0.0885714285714286,9,0.00173381964750962
0.666666666666667,0.0885714285714286,11,-0.014155937574702
0.666666666666667,0.0885714285714286,13,0.0080084946509184
0.666666666666667,0.0942857142857143,1,0.230475246470484
0.666666666666667,0.0942857142857143,3,0.00227713643864656
0.666666666666667,0.0942857142857143,5,-0.0448425959761672
0.666666666666667,0.0942857142857143,7,0.027120914653905
0.666666666666667,0.0942857142857143,9,0.00193218453318579
0.666666666666667,0.0942857142857143,11,-0.0131510224209139
0.666666666666667,0.0942857142857143,13,0.00682198839809825
0.666666666666667,0.1,1,0.230226454941096
0.666666666666667,0.1,3,0.00258948449595338
0.666666666666667,0.1,5,-0.0443599272337395
0.666666666666667,0.1,7,0.0261451594325717
0.666666666666667,0.1,9,0.00213596010313082
0.666666666666667,0.1,11,-0.0121264253525446
0.666666666666667,0.1,13,0.00563503564944926
0.666666666666667,0.105714285714286,1,0.22996589317067
0.666666666666667,0.105714285714286,3,0.0028962366306389
0.666666666666667,0.105714285714286,5,-0.0438383274692336
0.666666666666667,0.105714285714286,7,0.0251360874312822
0.666666666666667,0.105714285714286,9,0.00232763568575268
0.666666666666667,0.105714285714286,11,-0.0110729034241254
0.666666666666667,0.105714285714286,13,0.00446393885502152
0.666666666666667,0.111428571428571,1,0.229708007472095
0.666666666666667,0.111428571428571,3,0.00318418841531103
0.666666666666667,0.111428571428571,5,-0.0432751332530916
0.666666666666667,0.111428571428571,7,0.0240869331954313
0.666666666666667,0.111428571428571,9,0.00251867247053541
0.666666666666667,0.111428571428571,11,-0.00999845626988167
0.666666666666667,0.111428571428571,13,0.00330891811201234
0.666666666666667,0.117142857142857,1,0.229361295488819
0.666666666666667,0.117142857142857,3,0.00357811910470309
0.666666666666667,0.117142857142857,5,-0.0427234710811383
0.666666666666667,0.117142857142857,7,0.0229877624697262
0.666666666666667,0.117142857142857,9,0.00271672679026057
0.666666666666667,0.117142857142857,11,-0.0089183155454657
0.666666666666667,0.117142857142857,13,0.00218430668060771
0.666666666666667,0.122857142857143,1,0.229047410480322
0.666666666666667,0.122857142857143,3,0.00395037371819559
0.666666666666667,0.122857142857143,5,-0.042119330087542
0.666666666666667,0.122857142857143,7,0.0218852686239932
0.666666666666667,0.122857142857143,9,0.00289816934624503
0.666666666666667,0.122857142857143,11,-0.00783450673469461
0.666666666666667,0.122857142857143,13,0.0011091482528175
0.666666666666667,0.128571428571429,1,0.228717031076171
0.666666666666667,0.128571428571429,3,0.0043113334775767
0.666666666666667,0.128571428571429,5,-0.0414957436899382
0.666666666666667,0.128571428571429,7,0.0207384860267801
0.666666666666667,0.128571428571429,9,0.00307537747007655
0.666666666666667,0.128571428571429,11,-0.00674780781394795
0.666666666666667,0.128571428571429,13,8.68528431030148E-05
0.666666666666667,0.134285714285714,1,0.228369925815665
0.666666666666667,0.134285714285714,3,0.00468407574094
0.666666666666667,0.134285714285714,5,-0.0408151259805029
0.666666666666667,0.134285714285714,7,0.0195492768813118
0.666666666666667,0.134285714285714,9,0.00324261800865891
0.666666666666667,0.134285714285714,11,-0.00565466043664786
0.666666666666667,0.134285714285714,13,-0.000892416621520649
0.666666666666667,0.14,1,0.227987626079769
0.666666666666667,0.14,3,0.00509337346502826
0.666666666666667,0.14,5,-0.0401626572648888
0.666666666666667,0.14,7,0.0183568067697046
0.666666666666667,0.14,9,0.00339375728936422
0.666666666666667,0.14,11,-0.004598416921844
0.666666666666667,0.14,13,-0.00178308953367594
0.666666666666667,0.145714285714286,1,0.227568819410869
0.666666666666667,0.145714285714286,3,0.00555049782085763
0.666666666666667,0.145714285714286,5,-0.0394614672505227
0.666666666666667,0.145714285714286,7,0.0171516498957136
0.666666666666667,0.145714285714286,9,0.00353474834044772
0.666666666666667,0.145714285714286,11,-0.00354394166980336
0.666666666666667,0.145714285714286,13,-0.00260502256791269
0.666666666666667,0.151428571428571,1,0.227150025224123
0.666666666666667,0.151428571428571,3,0.00599145335704441
0.666666666666667,0.151428571428571,5,-0.0387378896946084
0.666666666666667,0.151428571428571,7,0.0159016039485659
0.666666666666667,0.151428571428571,9,0.00365978811631699
0.666666666666667,0.151428571428571,11,-0.00251362559548094
0.666666666666667,0.151428571428571,13,-0.00335156182684599
0.666666666666667,0.157142857142857,1,0.226715428449522
0.666666666666667,0.157142857142857,3,0.00643396038906197
0.666666666666667,0.157142857142857,5,-0.0379691716322305
0.666666666666667,0.157142857142857,7,0.014633554101725
0.666666666666667,0.157142857142857,9,0.00376528166618864
0.666666666666667,0.157142857142857,11,-0.00150519126421265
0.666666666666667,0.157142857142857,13,-0.00401188291095679
0.666666666666667,0.162857142857143,1,0.226250241761499
0.666666666666667,0.162857142857143,3,0.00691966157044541
0.666666666666667,0.162857142857143,5,-0.0372084754605639
0.666666666666667,0.162857142857143,7,0.0133965946294705
0.666666666666667,0.162857142857143,9,0.00385180826168857
0.666666666666667,0.162857142857143,11,-0.000534952279924634
0.666666666666667,0.162857142857143,13,-0.00457987146660232
0.666666666666667,0.168571428571429,1,0.225767318546036
0.666666666666667,0.168571428571429,3,0.00740916993355325
0.666666666666667,0.168571428571429,5,-0.0364066361497242
0.666666666666667,0.168571428571429,7,0.012140383325315
0.666666666666667,0.168571428571429,9,0.00391804435587818
0.666666666666667,0.168571428571429,11,0.000393984455672247
0.666666666666667,0.168571428571429,13,-0.00505405101818674
0.666666666666667,0.174285714285714,1,0.225293609601037
0.666666666666667,0.174285714285714,3,0.00787777207257
0.666666666666667,0.174285714285714,5,-0.0355965451673594
0.666666666666667,0.174285714285714,7,0.0108861356264611
0.666666666666667,0.174285714285714,9,0.00396114000388311
0.666666666666667,0.174285714285714,11,0.00128118903009082
0.666666666666667,0.174285714285714,13,-0.00543216655956588
0.666666666666667,0.18,1,0.224767357131095
0.666666666666667,0.18,3,0.00839526746754262
0.666666666666667,0.18,5,-0.034749452952605
0.666666666666667,0.18,7,0.00961724641511642
0.666666666666667,0.18,9,0.00397775939514246
0.666666666666667,0.18,11,0.0021296300063356
0.666666666666667,0.18,13,-0.00571354588917096
0.666666666666667,0.185714285714286,1,0.224254160192197
0.666666666666667,0.185714285714286,3,0.00888778843558166
0.666666666666667,0.185714285714286,5,-0.0338914561041185
0.666666666666667,0.185714285714286,7,0.00837997013092422
0.666666666666667,0.185714285714286,9,0.0039768283378835
0.666666666666667,0.185714285714286,11,0.00291162145755803
0.666666666666667,0.185714285714286,13,-0.00590234662299519
0.666666666666667,0.191428571428571,1,0.223692927710901
0.666666666666667,0.191428571428571,3,0.0094517672512818
0.666666666666667,0.191428571428571,5,-0.0330326550415444
0.666666666666667,0.191428571428571,7,0.00715904469873606
0.666666666666667,0.191428571428571,9,0.0039476710236509
0.666666666666667,0.191428571428571,11,0.00364636859126527
0.666666666666667,0.191428571428571,13,-0.0059963994351816
0.666666666666667,0.197142857142857,1,0.223147087039319
0.666666666666667,0.197142857142857,3,0.00994706860225798
0.666666666666667,0.197142857142857,5,-0.0321185614434373
0.666666666666667,0.197142857142857,7,0.00592357582797977
0.666666666666667,0.197142857142857,9,0.00389314129099025
0.666666666666667,0.197142857142857,11,0.00432223729288871
0.666666666666667,0.197142857142857,13,-0.00599610354274394
0.666666666666667,0.202857142857143,1,0.222555015893199
0.666666666666667,0.202857142857143,3,0.0104952458198202
0.666666666666667,0.202857142857143,5,-0.0311971838503358
0.666666666666667,0.202857142857143,7,0.00471224198902492
0.666666666666667,0.202857142857143,9,0.00381081760712192
0.666666666666667,0.202857142857143,11,0.00493798233352647
0.666666666666667,0.202857142857143,13,-0.00590586250891352
0.666666666666667,0.208571428571429,1,0.221957037246606
0.666666666666667,0.208571428571429,3,0.0110470882550241
0.666666666666667,0.208571428571429,5,-0.030274776569141
0.666666666666667,0.208571428571429,7,0.0035355626615302
0.666666666666667,0.208571428571429,9,0.00370529652348448
0.666666666666667,0.208571428571429,11,0.00548737152898287
0.666666666666667,0.208571428571429,13,-0.00573354930188245
0.666666666666667,0.214285714285714,1,0.221334506709843
0.666666666666667,0.214285714285714,3,0.0116105085921675
0.666666666666667,0.214285714285714,5,-0.0293409891409715
0.666666666666667,0.214285714285714,7,0.00239097034433977
0.666666666666667,0.214285714285714,9,0.00357372759200534
0.666666666666667,0.214285714285714,11,0.00596989212373019
0.666666666666667,0.214285714285714,13,-0.0054858951026335
0.666666666666667,0.22,1,0.220722774384999
0.666666666666667,0.22,3,0.0121543997466762
0.666666666666667,0.22,5,-0.0283719358562786
0.666666666666667,0.22,7,0.00125693786755117
0.666666666666667,0.22,9,0.00341605045055523
0.666666666666667,0.22,11,0.00638597195794952
0.666666666666667,0.22,13,-0.00516123753944695
0.666666666666667,0.225714285714286,1,0.220047399706654
0.666666666666667,0.225714285714286,3,0.0127454085113327
0.666666666666667,0.225714285714286,5,-0.0273711962168409
0.666666666666667,0.225714285714286,7,0.000139818346247312
0.666666666666667,0.225714285714286,9,0.00322942232526407
0.666666666666667,0.225714285714286,11,0.00673118995295015
0.666666666666667,0.225714285714286,13,-0.00476205948257521
0.666666666666667,0.231428571428571,1,0.219399883276278
0.666666666666667,0.231428571428571,3,0.0133011756798978
0.666666666666667,0.231428571428571,5,-0.0264273040137432
0.666666666666667,0.231428571428571,7,-0.000886892062164024
0.666666666666667,0.231428571428571,9,0.00302840735788634
0.666666666666667,0.231428571428571,11,0.00701012230804045
0.666666666666667,0.231428571428571,13,-0.00432429881466964
0.666666666666667,0.237142857142857,1,0.218712784952411
0.666666666666667,0.237142857142857,3,0.0138809261299417
0.666666666666667,0.237142857142857,5,-0.0254119578731829
0.666666666666667,0.237142857142857,7,-0.00192119258819932
0.666666666666667,0.237142857142857,9,0.00279241696849482
0.666666666666667,0.237142857142857,11,0.00721603261151082
0.666666666666667,0.237142857142857,13,-0.00382387144885382
0.666666666666667,0.242857142857143,1,0.218026909722845
0.666666666666667,0.242857142857143,3,0.0144826672392652
0.666666666666667,0.242857142857143,5,-0.0244030048885754
0.666666666666667,0.242857142857143,7,-0.0029072080503698
0.666666666666667,0.242857142857143,9,0.00254329378104529
0.666666666666667,0.242857142857143,11,0.00735177011523056
0.666666666666667,0.242857142857143,13,-0.00328300648084575
0.666666666666667,0.248571428571429,1,0.217304312378352
0.666666666666667,0.248571428571429,3,0.0150700748148527
0.666666666666667,0.248571428571429,5,-0.0233618346132632
0.666666666666667,0.248571428571429,7,-0.00386123481710402
0.666666666666667,0.248571428571429,9,0.00227232823140547
0.666666666666667,0.248571428571429,11,0.00741600520944189
0.666666666666667,0.248571428571429,13,-0.00270576166445059
0.666666666666667,0.254285714285714,1,0.216597368886312
0.666666666666667,0.254285714285714,3,0.0156043429708421
0.666666666666667,0.254285714285714,5,-0.0223660205219953
0.666666666666667,0.254285714285714,7,-0.00473381948874045
0.666666666666667,0.254285714285714,9,0.00198417126843557
0.666666666666667,0.254285714285714,11,0.00741987164764573
0.666666666666667,0.254285714285714,13,-0.00211691203121814
0.666666666666667,0.26,1,0.215866703234139
0.666666666666667,0.26,3,0.0162029577119376
0.666666666666667,0.26,5,-0.0213110578785926
0.666666666666667,0.26,7,-0.00558842885531817
0.666666666666667,0.26,9,0.00166257085314464
0.666666666666667,0.26,11,0.00735185910255104
0.666666666666667,0.26,13,-0.00150388012542494
0.666666666666667,0.265714285714286,1,0.215057786580187
0.666666666666667,0.265714285714286,3,0.0167830915956953
0.666666666666667,0.265714285714286,5,-0.0202748063611967
0.666666666666667,0.265714285714286,7,-0.00638437281352963
0.666666666666667,0.265714285714286,9,0.00135192177191425
0.666666666666667,0.265714285714286,11,0.007220628272205
0.666666666666667,0.265714285714286,13,-0.00088673149325388
0.666666666666667,0.271428571428571,1,0.214291850149297
0.666666666666667,0.271428571428571,3,0.0173427267345968
0.666666666666667,0.271428571428571,5,-0.0192223931642639
0.666666666666667,0.271428571428571,7,-0.00712953098799024
0.666666666666667,0.271428571428571,9,0.00101639669090782
0.666666666666667,0.271428571428571,11,0.00702701064081144
0.666666666666667,0.271428571428571,13,-0.000272892577934668
0.666666666666667,0.277142857142857,1,0.213579971569385
0.666666666666667,0.277142857142857,3,0.0178734147219028
0.666666666666667,0.277142857142857,5,-0.0181934255440824
0.666666666666667,0.277142857142857,7,-0.00781171117136295
0.666666666666667,0.277142857142857,9,0.000672298997353237
0.666666666666667,0.277142857142857,11,0.00678151083090064
0.666666666666667,0.277142857142857,13,0.000322858073357073
0.666666666666667,0.282857142857143,1,0.212809254453293
0.666666666666667,0.282857142857143,3,0.0184275756121844
0.666666666666667,0.282857142857143,5,-0.0171237578785391
0.666666666666667,0.282857142857143,7,-0.00845201315074093
0.666666666666667,0.282857142857143,9,0.000322878343183659
0.666666666666667,0.282857142857143,11,0.0064729227776077
0.666666666666667,0.282857142857143,13,0.000905473141528666
0.666666666666667,0.288571428571429,1,0.211980646019357
0.666666666666667,0.288571428571429,3,0.0190573250724865
0.666666666666667,0.288571428571429,5,-0.0160540197339734
0.666666666666667,0.288571428571429,7,-0.00903146091776809
0.666666666666667,0.288571428571429,9,-3.98850782713143E-05
0.666666666666667,0.288571428571429,11,0.00611293793515157
0.666666666666667,0.288571428571429,13,0.00145720825804076
0.666666666666667,0.294285714285714,1,0.211194723396829
0.666666666666667,0.294285714285714,3,0.0195396897648026
0.666666666666667,0.294285714285714,5,-0.0150205561536277
0.666666666666667,0.294285714285714,7,-0.00954952881215319
0.666666666666667,0.294285714285714,9,-0.00040388025793601
0.666666666666667,0.294285714285714,11,0.0057164399380561
0.666666666666667,0.294285714285714,13,0.0019700635822232
0.666666666666667,0.3,1,0.210313828164662
0.666666666666667,0.3,3,0.0200953305959092
0.666666666666667,0.3,5,-0.0139798294881428
0.666666666666667,0.3,7,-0.01001082961508
0.666666666666667,0.3,9,-0.000764112306503921
0.666666666666667,0.3,11,0.00527340159227326
0.666666666666667,0.3,13,0.0024413425208529
0.680272108843538,0.02,1,0.22901128581722
0.680272108843538,0.02,3,-0.00557668042157715
0.680272108843538,0.02,5,-0.0441074834956514
0.680272108843538,0.02,7,0.0364697280575853
0.680272108843538,0.02,9,-0.00573349490384765
0.680272108843538,0.02,11,-0.0181404821089812
0.680272108843538,0.02,13,0.0202677033925037
0.680272108843538,0.0257142857142857,1,0.229340481116743
0.680272108843538,0.0257142857142857,3,-0.00551267014592924
0.680272108843538,0.0257142857142857,5,-0.0441320002052321
0.680272108843538,0.0257142857142857,7,0.0363171061171076
0.680272108843538,0.0257142857142857,9,-0.00561406185992697
0.680272108843538,0.0257142857142857,11,-0.0179429337326458
0.680272108843538,0.0257142857142857,13,0.0198454980039973
0.680272108843538,0.0314285714285714,1,0.229556292981612
0.680272108843538,0.0314285714285714,3,-0.00546397254070671
0.680272108843538,0.0314285714285714,5,-0.0440805845749182
0.680272108843538,0.0314285714285714,7,0.0360679507651485
0.680272108843538,0.0314285714285714,9,-0.00548334605647557
0.680272108843538,0.0314285714285714,11,-0.0176607884840039
0.680272108843538,0.0314285714285714,13,0.0192901432548173
0.680272108843538,0.0371428571428571,1,0.229649299240368
0.680272108843538,0.0371428571428571,3,-0.00533405938726476
0.680272108843538,0.0371428571428571,5,-0.0439889647319417
0.680272108843538,0.0371428571428571,7,0.0357203335077193
0.680272108843538,0.0371428571428571,9,-0.00529168844883652
0.680272108843538,0.0371428571428571,11,-0.0173138171990182
0.680272108843538,0.0371428571428571,13,0.0186103022973193
0.680272108843538,0.0428571428571429,1,0.229720995611484
0.680272108843538,0.0428571428571429,3,-0.00525039214783667
0.680272108843538,0.0428571428571429,5,-0.0438343657080451
0.680272108843538,0.0428571428571429,7,0.0353037675388008
0.680272108843538,0.0428571428571429,9,-0.00509155958385927
0.680272108843538,0.0428571428571429,11,-0.016896646697144
0.680272108843538,0.0428571428571429,13,0.0178241954939336
0.680272108843538,0.0485714285714286,1,0.229733221554979
0.680272108843538,0.0485714285714286,3,-0.00513597593635793
0.680272108843538,0.0485714285714286,5,-0.0436492447943485
0.680272108843538,0.0485714285714286,7,0.0348066331341424
0.680272108843538,0.0485714285714286,9,-0.00485477206249805
0.680272108843538,0.0485714285714286,11,-0.0164185820108256
0.680272108843538,0.0485714285714286,13,0.016932463207914
0.680272108843538,0.0542857142857143,1,0.229693914818759
0.680272108843538,0.0542857142857143,3,-0.0049519603196632
0.680272108843538,0.0542857142857143,5,-0.0434388120144292
0.680272108843538,0.0542857142857143,7,0.0342539968533645
0.680272108843538,0.0542857142857143,9,-0.00458894129152594
0.680272108843538,0.0542857142857143,11,-0.0158959932737089
0.680272108843538,0.0542857142857143,13,0.0159672693805786
0.680272108843538,0.06,1,0.22962752287412
0.680272108843538,0.06,3,-0.00479018270454569
0.680272108843538,0.06,5,-0.0431886789717962
0.680272108843538,0.06,7,0.0336207525035292
0.680272108843538,0.06,9,-0.0042942955714329
0.680272108843538,0.06,11,-0.015313864014708
0.680272108843538,0.06,13,0.0149096531409795
0.680272108843538,0.0657142857142857,1,0.229515570499244
0.680272108843538,0.0657142857142857,3,-0.00457322540966178
0.680272108843538,0.0657142857142857,5,-0.0429212080794118
0.680272108843538,0.0657142857142857,7,0.0329395076878242
0.680272108843538,0.0657142857142857,9,-0.00397356171507376
0.680272108843538,0.0657142857142857,11,-0.0146894733774013
0.680272108843538,0.0657142857142857,13,0.0137942283823134
0.680272108843538,0.0714285714285714,1,0.229393978075568
0.680272108843538,0.0714285714285714,3,-0.00435406752776748
0.680272108843538,0.0714285714285714,5,-0.0426134774677795
0.680272108843538,0.0714285714285714,7,0.0321891351495929
0.680272108843538,0.0714285714285714,9,-0.00363273722258104
0.680272108843538,0.0714285714285714,11,-0.0140186092895389
0.680272108843538,0.0714285714285714,13,0.0126156662672447
0.680272108843538,0.0771428571428571,1,0.229229693454388
0.680272108843538,0.0771428571428571,3,-0.00412284131369224
0.680272108843538,0.0771428571428571,5,-0.0422826011293658
0.680272108843538,0.0771428571428571,7,0.0313829170018903
0.680272108843538,0.0771428571428571,9,-0.00327139648979149
0.680272108843538,0.0771428571428571,11,-0.013306764935945
0.680272108843538,0.0771428571428571,13,0.0113922566802203
0.680272108843538,0.0828571428571429,1,0.229079466935955
0.680272108843538,0.0828571428571429,3,-0.003863776081435
0.680272108843538,0.0828571428571429,5,-0.0419173369605924
0.680272108843538,0.0828571428571429,7,0.0305224574604223
0.680272108843538,0.0828571428571429,9,-0.00289858336283858
0.680272108843538,0.0828571428571429,11,-0.012556497572568
0.680272108843538,0.0828571428571429,13,0.0101304370235819
0.680272108843538,0.0885714285714286,1,0.228891040185992
0.680272108843538,0.0885714285714286,3,-0.00359519506962307
0.680272108843538,0.0885714285714286,5,-0.0415402351592763
0.680272108843538,0.0885714285714286,7,0.0296157412856416
0.680272108843538,0.0885714285714286,9,-0.00250815931319638
0.680272108843538,0.0885714285714286,11,-0.0117796666561707
0.680272108843538,0.0885714285714286,13,0.00885184492144716
0.680272108843538,0.0942857142857143,1,0.228660680053794
0.680272108843538,0.0942857142857143,3,-0.00328704803678446
0.680272108843538,0.0942857142857143,5,-0.041119258221613
0.680272108843538,0.0942857142857143,7,0.0286468258467777
0.680272108843538,0.0942857142857143,9,-0.0021011734592306
0.680272108843538,0.0942857142857143,11,-0.0109669104078041
0.680272108843538,0.0942857142857143,13,0.00755339990090123
0.680272108843538,0.1,1,0.228416662864823
0.680272108843538,0.1,3,-0.00296418534168605
0.680272108843538,0.1,5,-0.0406766050149125
0.680272108843538,0.1,7,0.0276330068906677
0.680272108843538,0.1,9,-0.00168463588713301
0.680272108843538,0.1,11,-0.0101333415196114
0.680272108843538,0.1,13,0.00625788121745384
0.680272108843538,0.105714285714286,1,0.22815529614242
0.680272108843538,0.105714285714286,3,-0.00262601319957174
0.680272108843538,0.105714285714286,5,-0.0402137268338201
0.680272108843538,0.105714285714286,7,0.0265813233295157
0.680272108843538,0.105714285714286,9,-0.00126188169716029
0.680272108843538,0.105714285714286,11,-0.0092840018079489
0.680272108843538,0.105714285714286,13,0.00497216067835271
0.680272108843538,0.111428571428571,1,0.227881100549689
0.680272108843538,0.111428571428571,3,-0.00228680852106665
0.680272108843538,0.111428571428571,5,-0.0397087827961029
0.680272108843538,0.111428571428571,7,0.025482576533906
0.680272108843538,0.111428571428571,9,-0.000841181251103957
0.680272108843538,0.111428571428571,11,-0.00841256300536923
0.680272108843538,0.111428571428571,13,0.0037120716253514
0.680272108843538,0.117142857142857,1,0.227569576955774
0.680272108843538,0.117142857142857,3,-0.00188271358962449
0.680272108843538,0.117142857142857,5,-0.0392315348090082
0.680272108843538,0.117142857142857,7,0.0243540596944664
0.680272108843538,0.117142857142857,9,-0.000414750454041485
0.680272108843538,0.117142857142857,11,-0.00753934225689833
0.680272108843538,0.117142857142857,13,0.00249057536810854
0.680272108843538,0.122857142857143,1,0.227259358505426
0.680272108843538,0.122857142857143,3,-0.00148669611190864
0.680272108843538,0.122857142857143,5,-0.0386862212408432
0.680272108843538,0.122857142857143,7,0.0231824797229985
0.680272108843538,0.122857142857143,9,6.95732906815394E-06
0.680272108843538,0.122857142857143,11,-0.00665090875264385
0.680272108843538,0.122857142857143,13,0.00130159755080732
0.680272108843538,0.128571428571429,1,0.226920459019083
0.680272108843538,0.128571428571429,3,-0.00106383787591439
0.680272108843538,0.128571428571429,5,-0.0381394887315977
0.680272108843538,0.128571428571429,7,0.0219877540380798
0.680272108843538,0.128571428571429,9,0.000423345945838618
0.680272108843538,0.128571428571429,11,-0.00576668191398372
0.680272108843538,0.128571428571429,13,0.000182583337381311
0.680272108843538,0.134285714285714,1,0.226556577875223
0.680272108843538,0.134285714285714,3,-0.000652826532905097
0.680272108843538,0.134285714285714,5,-0.0375403766325068
0.680272108843538,0.134285714285714,7,0.0207400658847793
0.680272108843538,0.134285714285714,9,0.000829179594802756
0.680272108843538,0.134285714285714,11,-0.00487470642440964
0.680272108843538,0.134285714285714,13,-0.000881251209770974
0.680272108843538,0.14,1,0.226160671016771
0.680272108843538,0.14,3,-0.000149416513838799
0.680272108843538,0.14,5,-0.0369501614162367
0.680272108843538,0.14,7,0.0194949095559501
0.680272108843538,0.14,9,0.00122364078056423
0.680272108843538,0.14,11,-0.00399694967325094
0.680272108843538,0.14,13,-0.00186336576586639
0.680272108843538,0.145714285714286,1,0.225777478748167
0.680272108843538,0.145714285714286,3,0.000282696682975459
0.680272108843538,0.145714285714286,5,-0.0363258038135067
0.680272108843538,0.145714285714286,7,0.0182305179041953
0.680272108843538,0.145714285714286,9,0.00160122562142815
0.680272108843538,0.145714285714286,11,-0.00313214187919571
0.680272108843538,0.145714285714286,13,-0.00276643938333362
0.680272108843538,0.151428571428571,1,0.225347595632372
0.680272108843538,0.151428571428571,3,0.00077035457361414
0.680272108843538,0.151428571428571,5,-0.035673248305839
0.680272108843538,0.151428571428571,7,0.0169378963499794
0.680272108843538,0.151428571428571,9,0.00196466563050459
0.680272108843538,0.151428571428571,11,-0.00227728731794173
